"Наименование","Цена","Ссылка"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmrkt7zthwysr6.onion//////shop/cts/goods/41"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmrkt7zthwysr6.onion////shop/cts/goods/41"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmrkt7zthwysr6.onion/shop/cts"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmrkt7zthwysr6.onion//shop/cts"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmrkt7zthwysr6.onion/////shop/cts/goods/52"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmrkt7zthwysr6.onion///shop/cts/goods/52"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmrkt7zthwysr6.onion/shop/cts/goods/41"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmrkt7zthwysr6.onion//shop/cts/goods/52"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmrkt7zthwysr6.onion///shop/cts/goods/41"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmrkt7zthwysr6.onion/////shop/cts"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmrkt7zthwysr6.onion/shop/cts/goods/52"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmrkt7zthwysr6.onion/////shop/cts/goods/41"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmrkt7zthwysr6.onion//////shop/cts/goods/52"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmrkt7zthwysr6.onion//////shop/cts"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmrkt7zthwysr6.onion//shop/cts/goods/41"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmrkt7zthwysr6.onion////shop/cts/goods/52"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmrkt7zthwysr6.onion////shop/cts"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmrkt7zthwysr6.onion///shop/cts"
"Modafinil - 200mg","$1.00","http://wchemsvaqitospe2.onionproduct.php?id=40"
"Amphetamine Speed - 1g","$10.00","http://wchemsvaqitospe2.onionproduct.php?id=29"
"(OUT OF STOCK, EMAIL FOR ORDER REQUEST) MDMA (Pure Uncut Crystal) - 1G","$15.40","http://wchemsvaqitospe2.onionproduct.php?id=52"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmur43bwzf7bxv.onion/shop/cts/goods/41"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmur43bwzf7bxv.onion///shop/cts/goods/41"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmur43bwzf7bxv.onion///shop/cts"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmur43bwzf7bxv.onion//shop/cts"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmur43bwzf7bxv.onion///shop/cts/goods/52"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmur43bwzf7bxv.onion/shop/cts/goods/52"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmur43bwzf7bxv.onion//shop/cts/goods/41"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmur43bwzf7bxv.onion////shop/cts"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmur43bwzf7bxv.onion//shop/cts/goods/52"
"Кокаин HighQuality ""TOP""","5 669 руб.","http://ctsmur43bwzf7bxv.onion////shop/cts/goods/41"
"Western Union Transfers","Transfer: $1000","http://epmrbsspx4xg6eh6.onion"
"Кокаин HighQuality ""Red Bull""","10 169 руб.","http://ctsmur43bwzf7bxv.onion////shop/cts/goods/52"
"Друзья, мы опять принимаем предзаказы на кокаин MQ от 20г до 100г.","5 669 руб.","http://ctsmur43bwzf7bxv.onion/shop/cts"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://6mduol2doz6vlcsn.onionlogin"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://6mduol2doz6vlcsn.onionlogin"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://6mduol2doz6vlcsn.onionlogin"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://6mduol2doz6vlcsn.onion/login"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://6mduol2doz6vlcsn.onion/login"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://6mduol2doz6vlcsn.onion/login"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://6mduol2doz6vlcsn.onionlogin"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://6mduol2doz6vlcsn.onion/login"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://6mduol2doz6vlcsn.onionlogin"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://6mduol2doz6vlcsn.onion/login"
"Heroin SE China White or Brown Afghani Terror - Purity High 80s","14g $675","http://tdlc6jtyma3f44qgu6zqtofh3qqm3bnoc3pi2gtet24gvawjargcbbyd.onion"
"High Heat Cocaine - Purity Low 90s (Fluffy, flaky, oily fishscale - not hard repress)","14g $600","http://tdlc6jtyma3f44qgu6zqtofh3qqm3bnoc3pi2gtet24gvawjargcbbyd.onion"
"MDMA Belgian Moonrocks - Purity Mid 80s","14g $150","http://tdlc6jtyma3f44qgu6zqtofh3qqm3bnoc3pi2gtet24gvawjargcbbyd.onion"
"White Widow Cannabis","$52/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlindex.htmlindex.htmlcontact-us.html"
"White Widow Cannabis","$52/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onioncontact-us.html"
"White Widow Cannabis","$7/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onioncontact-us.html"
"White Widow Cannabis","$7/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlcontact-us.html"
"Orange IPhone Ecstasy","$2/Piece | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlindex.htmlcontact-us.html"
"White Widow Cannabis","$7/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navcontact-us.html"
"Orange IPhone Ecstasy","$2/Piece | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlcontact-us.html"
"Orange IPhone Ecstasy","$2/Piece | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onioncontact-us.html"
"Orange IPhone Ecstasy","$2/Piece | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navcontact-us.html"
"White Widow Cannabis","$52/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlindex.htmlcontact-us.html"
"Orange IPhone Ecstasy","$2/Piece | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlindex.htmlindex.htmlcontact-us.html"
"White Widow Cannabis","$7/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlindex.htmlindex.htmlcontact-us.html"
"White Widow Cannabis","$7/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlindex.htmlcontact-us.html"
"White Widow Cannabis","$52/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navcontact-us.html"
"White Widow Cannabis","$52/Gram | in BTC","http://aqrrt6p6dmeqqdjw3tvcu7t5ncsyxqrwun33buwyqm6zay6bsiwel2id.onion#navindex.htmlcontact-us.html"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://p4btzfloayu5s4ww.onion/login"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://p4btzfloayu5s4ww.onionlogin"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://p4btzfloayu5s4ww.onionlogin"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://p4btzfloayu5s4ww.onion/login"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://p4btzfloayu5s4ww.onionlogin"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://p4btzfloayu5s4ww.onionlogin"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://p4btzfloayu5s4ww.onionlogin"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://p4btzfloayu5s4ww.onion/login"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://p4btzfloayu5s4ww.onion/login"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://p4btzfloayu5s4ww.onion/login"
"10g Speed paste - 74%","Price: 25.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/cd6b23e7-06a9-44ce-9348-d40e83b941c0"
"10x Hofmann LSD - 180ug","Price: 32.50 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/20e977bc-7f91-4920-a207-75fe4fa62046"
"2g MDMA - Champagne - 88%","Price: 15.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/acf884ba-1f6f-496c-bdd9-fc6035d14ee7"
"25x Hofmann LSD - 180ug","Price: 75.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/519b6b2f-4c4b-463d-88a7-1ccd4bfdbaca"
"1g Ketamine R - 97%","Price: 23.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/42f95eb2-e975-4477-a522-97a1562b4489"
"5g Amnesia Haze - 23% THC","Price: 50.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/298fe8f6-5091-44eb-a3b3-af71d6e0be26"
"25x Hofmann LSD - 180ug","Price: 75.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/519b6b2f-4c4b-463d-88a7-1ccd4bfdbaca"
"2g MDMA - Champagne - 88%","Price: 15.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/acf884ba-1f6f-496c-bdd9-fc6035d14ee7"
"10g Speed paste - 74%","Price: 25.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/cd6b23e7-06a9-44ce-9348-d40e83b941c0"
"5g MDMA - Champagne - 88%","Price: 25.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/3fd09140-2298-4cd8-99d4-48582ea744f4"
"10x Hofmann LSD - 180ug","Price: 32.50 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/20e977bc-7f91-4920-a207-75fe4fa62046"
"5g Speed paste - 74%","Price: 15.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/57dd60c5-9850-4e5e-b2d5-0f74de53bd42"
"1g Cocaine Peruvian - 88%","Price: 65.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/98a38a38-7a8f-40c4-9664-8b4a21c7c8b1"
"1g Cocaine Peruvian - 88%","Price: 65.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/98a38a38-7a8f-40c4-9664-8b4a21c7c8b1"
"1g Ketamine R - 97%","Price: 23.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/42f95eb2-e975-4477-a522-97a1562b4489"
"5g Speed paste - 74%","Price: 15.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/57dd60c5-9850-4e5e-b2d5-0f74de53bd42"
"5g Amnesia Haze - 23% THC","Price: 50.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/listing/298fe8f6-5091-44eb-a3b3-af71d6e0be26"
"5g MDMA - Champagne - 88%","Price: 25.00 EUR","http://heinekiedg3fnlq2a3l3bij3veashlp2i6e7r645io5vcrnizxnwucid.onion/home/warning/dismiss/listing/3fd09140-2298-4cd8-99d4-48582ea744f4"
"#10X #SALE || XTC BLUE POOPIE 200MG || AUS USA EU ...","Price: 18.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/41ca617a-305c-44f7-8c82-0863d7904db7"
"#2X #SALE || SPEED PILLS LOUIS VUITTON 60MG || AMS...","Price: 3.50 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/fd2c3955-636c-4d40-8f58-58d1a248c8be"
"#2500X || TRACKED  || XTC BROWN UPS 280MG || EU US...","Price: 2,200.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/24f5d120-a751-40ed-b389-fa7e99ee660e"
"#5X #SALE || LSD SHIVA GODNESS 220ug || USA AUS EU...","Price: 15.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/081576b7-18f8-4f58-859f-f0c84c659ad5"
"#1GR #SALE || AMSTERDAM HAZE 21% THC || SUPER SILV...","Price: 9.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/99d6e31d-754d-43f3-84ac-cde0a3b7efe3"
"#2500X || TRACKED  || XTC BROWN UPS 280MG || EU US...","Price: 2,200.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/24f5d120-a751-40ed-b389-fa7e99ee660e"
"#5X #SALE || XTC BROWN UPS 280MG || EU USA AUS WW","Price: 15.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/21f5a746-026f-4b05-9802-ed300b4a8cd8"
"#1GR || MDMA DUTCH 84% || USA AUS EU WW","Price: 4.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/fd3d9241-cff4-47eb-aad4-72a2bdc7693e"
"#5GR #SALE || KETAMINE S-IOMER 99% || USA AUS EU W...","Price: 107.50 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/f4e7df1b-9ef7-4420-b36c-db526d5f5678"
"#1GR #SALE || COLOMBIAN COKE 91% || USA AUS EU WW","Price: 64.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/d5dfede7-531f-4c41-a6db-39eb5b38aecd"
"#2X #SALE || SPEED PILLS LOUIS VUITTON 60MG || AMS...","Price: 3.50 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/fd2c3955-636c-4d40-8f58-58d1a248c8be"
"#1GR #SALE || COLOMBIAN COKE 91% || USA AUS EU WW","Price: 64.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/d5dfede7-531f-4c41-a6db-39eb5b38aecd"
"#5X #SALE || XTC BROWN UPS 280MG || EU USA AUS WW","Price: 15.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/21f5a746-026f-4b05-9802-ed300b4a8cd8"
"#10GR || MDMA DUTCH 84% || USA AUS EU WW","Price: 45.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/0773044f-0c0d-4ac2-b87e-83ed2cc94db2"
"#10GR || MDMA DUTCH 84% || USA AUS EU WW","Price: 45.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/0773044f-0c0d-4ac2-b87e-83ed2cc94db2"
"#5000GR || TRACKED || MDMA DUTCH 84% || USA AUS EU...","Price: 8,750.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/1018dd0d-b9bc-460d-98f1-645aa6177098"
"#1GR || MDMA DUTCH 84% || USA AUS EU WW","Price: 4.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/fd3d9241-cff4-47eb-aad4-72a2bdc7693e"
"#10X #SALE || XTC BLUE POOPIE 200MG || AUS USA EU ...","Price: 18.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/41ca617a-305c-44f7-8c82-0863d7904db7"
"#5000GR || TRACKED || MDMA DUTCH 84% || USA AUS EU...","Price: 8,750.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/listing/1018dd0d-b9bc-460d-98f1-645aa6177098"
"#5GR #SALE || KETAMINE S-IOMER 99% || USA AUS EU W...","Price: 107.50 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/f4e7df1b-9ef7-4420-b36c-db526d5f5678"
"#1GR #SALE || AMSTERDAM HAZE 21% THC || SUPER SILV...","Price: 9.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/99d6e31d-754d-43f3-84ac-cde0a3b7efe3"
"#5X #SALE || LSD SHIVA GODNESS 220ug || USA AUS EU...","Price: 15.00 EUR","http://amster4mdi4ls27irjhe3ul6hzha5itf6naifanpfbdbfybclbnqipyd.onion/home/warning/dismiss/listing/081576b7-18f8-4f58-859f-f0c84c659ad5"
"Heroin SE China White or Brown Afghani Terror - Purity High 80s","14g $675","http://hvxqg7mbozargvjytv7upnu6yyblecf2jlkf6mdsbmk3clewopp3nkqd.onion"
"MDMA Belgian Moonrocks - Purity Mid 80s","14g $150","http://hvxqg7mbozargvjytv7upnu6yyblecf2jlkf6mdsbmk3clewopp3nkqd.onion"
"High Heat Cocaine - Purity Low 90s (Fluffy, flaky, oily fishscale - not hard repress)","14g $600","http://hvxqg7mbozargvjytv7upnu6yyblecf2jlkf6mdsbmk3clewopp3nkqd.onion"
"MDMA Belgian Moonrocks - Purity Mid 80s","14g $150","http://ggzjsai54ktpgsz6sruhox5l2isfqhnjxff2z45rcrrcli7nxpefa2ad.onion"
"Heroin SE China White or Brown Afghani Terror - Purity High 80s","14g $675","http://ggzjsai54ktpgsz6sruhox5l2isfqhnjxff2z45rcrrcli7nxpefa2ad.onion"
"High Heat Cocaine - Purity Low 90s (Fluffy, flaky, oily fishscale - not hard repress)","14g $600","http://ggzjsai54ktpgsz6sruhox5l2isfqhnjxff2z45rcrrcli7nxpefa2ad.onion"
"10 ML. Cannabis Oil 1/3 || THC/CBD rich || 50/50% ...","Price: 250.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/home/warning/dismiss/listing/2095e80c-3129-4332-8391-17942dd1bb02"
"Prepaid Cards VISA","$110","http://epmrbsspx4xg6eh6.onion/"
"10 XTC Pills || Dutch Quality MDMA XTC Pill || 160...","Price: 25.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/home/warning/dismiss/listing/eab64c54-6431-4a08-9280-5bbfa2489ca9"
"100 Dutch Quality LSD Blotters || LSD-25 || 100-15...","Price: 350.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/home/warning/dismiss/listing/f657b8e1-97fe-4503-bb61-ce158c283f01"
"10 XTC Pills || Dutch Quality MDMA XTC Pill || 160...","Price: 25.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/listing/eab64c54-6431-4a08-9280-5bbfa2489ca9"
"100 Dutch Quality LSD Blotters || LSD-25 || 100-15...","Price: 350.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/listing/f657b8e1-97fe-4503-bb61-ce158c283f01"
"25 Dutch Quality LSD Blotters || LSD-25 || 100-150...","Price: 100.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/home/warning/dismiss/listing/49741abc-1937-400b-8d2f-d845a6c80ada"
"10 Gram MDMA || Dutch Quality MDMA Crystal || PMK ...","Price: 70.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/listing/cc7556be-bb0b-419d-ab0c-5df52bce1d5f"
"5 Dutch Quality LSD Blotters || LSD-25 || 100-150 ...","Price: 25.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/listing/d40e16b1-cd20-4ce7-bc38-323fc996c69c"
"1 Container of 10 x 20 mg Cialis pills || Generic ...","Price: 12.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/home/warning/dismiss/listing/7ca187c0-d6b7-412a-ae4c-55e573ea22d6"
"10 Gram MDMA || Dutch Quality MDMA Crystal || PMK ...","Price: 70.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/home/warning/dismiss/listing/cc7556be-bb0b-419d-ab0c-5df52bce1d5f"
"100 XTC Pills || Dutch Quality MDMA XTC Pill || 16...","Price: 200.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/listing/4f2a0475-29b0-4d21-9f60-2cdc0eef4ee3"
"10 ML. Cannabis Oil 1/3 || THC/CBD rich || 50/50% ...","Price: 250.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/listing/2095e80c-3129-4332-8391-17942dd1bb02"
"100 XTC Pills || Dutch Quality MDMA XTC Pill || 16...","Price: 200.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/home/warning/dismiss/listing/4f2a0475-29b0-4d21-9f60-2cdc0eef4ee3"
"25 Dutch Quality LSD Blotters || LSD-25 || 100-150...","Price: 100.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/listing/49741abc-1937-400b-8d2f-d845a6c80ada"
"1 Container of 10 x 20 mg Cialis pills || Generic ...","Price: 12.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/listing/7ca187c0-d6b7-412a-ae4c-55e573ea22d6"
"5 Dutch Quality LSD Blotters || LSD-25 || 100-150 ...","Price: 25.00 EUR","http://exg6e3c23u6jbehlrme5htlmnzidnz7cqa5prwaetmxrmgi7fxsm5mid.onion/home/warning/dismiss/listing/d40e16b1-cd20-4ce7-bc38-323fc996c69c"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://pkwfkh3z76xczyxt.onion/login"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://pkwfkh3z76xczyxt.onionlogin"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://pkwfkh3z76xczyxt.onion/login"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://pkwfkh3z76xczyxt.onion/login"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://pkwfkh3z76xczyxt.onion/login"
